language,original_index,text,transcription_base,transcription_ft,sentiment_base,confidence_base,reasoning_base,sentiment_ft,confidence_ft,reasoning_ft
TWI,144,Me maame dabiara ɔyɛ adwuma nanso onni tumi wɔ efie no sika. Na sɛ ɔhyɛ no sɛɔnkɔ ware obi senea ɛbɛyɛ ah ɔbɛfirir fie hɔ nsoeɛ.Me maame ɛntaa nkasas nanso menim sɛ ɔta Adwoa akhyi ɛwɔ ahintakwan so,"Dans le champ de serre on coûte moins pour bi, c'est une vraie aubaine physique au sens où, les marins entrent comme ça dans son ministère opta à jouer et chi, oh et pas pas, les marins deviennent au lieu de jouer dans son ony tout milieu au échec musica","Na sɛ ɔhyɛne sɛ wɔŋko wari n-nom yi tena ɛvɛ ya o bɛ fihiy o ho so e, Mɛram ne renta ankasa na nasoni yi sɛ ɔtala adzo a etsi Ɛwɔ Ɛhimafoɔ asu. Mɛram ne dabihiya o yɛ dzom a na nasoni yi tumi dabihiya o ɛhwee sika.",Confused,0.3,"The transcription is highly incoherent and appears to be a fragmented mix of French words (e.g., 'aubaine', 'échec', 'ministère') and nonsensical phrases, despite being labeled as Twi. The text contains contradictory elements, such as 'aubaine' (a godsend/bargain) and 'échec' (failure), making it impossible to discern a clear, singular emotion other than a general sense of confusion or disorientation in the discourse.",Frustrated,0.65,"The text discusses issues related to rent ('renta') and money ('sika') in the context of living arrangements, suggesting a struggle or grievance regarding financial obligations and housing, which aligns most closely with frustration."
TWI,145,"Obiara ɔwɔ sukuu ɛka nsem ho fa sɛ wowɔ nnipadua pɔtee bi anaa sɛ wowa anaa woyɛ tumtum anaa kɔkɔɔ. Na ayɛ sɛ wonte sɛ saa ah, ɛnea wonyɛ onipa ah obiara hwehwɛ. Na wei no mu yɛ sononko efiri nea mehu wɔ nkrata mu wɔ kurom.",obia ao obia é como um servo fa servo não é obia potivo aná servo aná oito muito malaco na esse oito oito sessa engaou né é nipa ao obia cheche na oito mil né somente filho de mim o o encontro o acúm,"2 VIA 16. Ana asewɔ wɔa anaawo yetumsu manafukɔ, na ayesee wunte wuntesaa saa, ŋdeawo nnye eni ƒe a wobi ahwehweh. Na woei, nu mínye sunɔŋku, efi nye mihu wò wɔ ŋkra ataho wɔ kum,",Frustrated,0.5,"The transcription is labeled as Twi but contains several Portuguese words and phrases, such as 'como um servo' (like a servant) and 'engaou' (likely 'enganou', meaning deceived). These terms suggest a context of being mistreated or misled, which aligns most closely with frustration.",Sad,0.75,"The text, which appears to be in Ewe (despite being labeled as Twi), mentions 'sunɔŋku' (brothers) and ends with 'kum' (kill/death), while describing themes of wandering and hardship, which strongly indicates a tone of grief or lamentation."
TWI,146,"Ekurase asetana, sukuu, ne sɛnea nnoɔma ɛsesa ama mmeranteɛ ne mmamawa tesɛ wo. Na megye di sɛ abrabɔ no nyɛ kakra. Nanso ɛtɔ mmerɛ bi ah ayɛsɛ mpaninfoɔ ɛnhyɛda ɛnte nea yɛka. Na ka ebi kyerɛ me ɛfa ho","Parce que après le crash astéroïde surcouvert, le Seigneur ignora et se serra à maman et maintien maman avec ses oreilles. La miti disait : ""Avant une éclipse, l'astéroïde avait mis à éveil un prénufo et j'étais né à éclipse, n'a pas ébloui et froid.",Asa keke aƒe kuhi kusẽ nye nyɔma esi sa ameantia ni mamaawo ateseawo. Na mitzi di sɛ aʋaʋɔneye kaka nansu ɛto me via Ayesha mpennufoɔ nhyeɖantɛ niae aye ka naka ebi kyerɛ me ɛfahɔ.,Afraid,0.6,"The text mentions a catastrophic event ('crash astéroïde') and describes a character clinging to their mother ('se serra à maman'), which are strong indicators of fear and a search for security. The addition of 'cold' and an 'eclipse' further contributes to a bleak, frightening atmosphere.",Sad,0.85,"The text contains keywords associated with sorrow ('aʋaʋɔneye') and hardship or suffering ('nhyeɖantɛ'), conveying a heavy, somber tone regarding a difficult life situation."
TWI,147,"Na ɛfa ohia, mmarima ne mmaa ntam ah ɛnyɛ pɛ, ɛne kuro nhyɛsoɔ. Na ɛnyɛ biribi ah ɛsɛ sɛ wonkoaa ehyia. Na whan po na mede no bɛkasa.  Sɛ me kakyerɛ obiara kɛkɛ ah, omo bɛkase ɛsɛsɛ mebu m'awofoɔ. Na yɛwɔ nnoɔma ne nnipa ah wɔbɛtumi aboa.","La faim vient, mais moi ni moi ni ma MP, ni plus. Une chasse. La MP vit à 600 points et chier. Dans un peu la nuit, mais cassa. C'est nous quatre au village et cas. Au village casse et c'est c'est nous deux pour fort. Na yo, nous manger nous pas à votre niveau.",2 HNƆSƆS 1.,Hopeless,0.75,"The speaker mentions hunger ('La faim vient'), poor living conditions in the village ('au village casse'), and a stark disparity in quality of life compared to others ('nous manger nous pas à votre niveau'), indicating a sense of desperation and deprivation.",Confused,0.05,"The transcription '2 HNƆSƆS 1' consists of numbers and a term that does not express any of the listed emotions in Twi; it appears to be a fragment, a label, or a transcription error, providing no clear emotional context."
TWI,148,"Mendwene ho sɛ kuro no nyinaa bɛsesa anadwo baako mu. Nanso metumi de m'abusua hyɛ aseɛ, Mepɛ sɛ mehunu sɛ wodwene sɛ metumi ayɛ ade kɛseɛ.anaa. Na ɛtɔ mmerɛ bi a, saa ɔhaw yi ayɛ sɛnea ɛso sen nnipa baakofoɔ. ɛna ɛnonte ɛmma no nyɛ ankonam.","Mais je me sais, le premier navire se sent en en adoublant, non seulement tu mets de mes vues chercher. Mais personne ne me sait, tout est seulement tu n'as rien de quel c'est un. Un homme vient, ça au hallier, à y c'est un et se sent nippa beaucoup fort. Un a, un homme dit, un homme n'est encore nav.",2 MEFER 15.,Lonely,0.45,"Although the transcription is provided as Twi, it is actually fragmented French. The phrase 'personne ne me sait' (meaning 'nobody knows me') strongly suggests a feeling of isolation or loneliness, and the disjointed nature of the text implies a state of emotional distress.",Confused,0.05,"The transcription '2 MEFER 15' does not contain any recognizable Twi words expressing emotion and appears to be a date, a code, or a transcription error, providing no emotional context."
TWI,149,Meaa mehu sɛ maberɛ. Na mesanso hu sɛ menfaa me maame ɛnkaseɛ anummerɛ mu nyinaa esansɛ mewɔ me fon so.  Na yɛkasɛ ɛnkyerɛ bebiaa wote. Na mesua adeɛ wei ah ɛyɛ den so. Yo maminhu,mais on est ici même parce qu'on est dans ce qui se met dans dans les casse et les mains là et ça on se met dans le soi soit mais casse entre et bien aussi mais si si dire que ça est bien sûr mais mamy,"Mea no Hesekiel bɛ, na me saa ngo so Hesekiel no fa no bɛan no ɛretɛ saa ɛyɛ yɛn nyinaa. Hesenes a ɛmmerɛ no soɔ so. Na ɛretɛ saa ɛnkrɛ no biawo kie, na mehyia no hyia adi no kaa ɔhodoɔ no so. .",Confused,0.6,"The transcription is highly fragmented, repetitive, and lacks a clear logical flow or coherent meaning, which strongly suggests a state of confusion or disorientation.",Confused,0.45,"The transcription is highly fragmented, repetitive, and contains non-standard Twi syntax (e.g., 'hyia no hyia adi' and 'ɛretɛ saa'), which suggests the speaker is struggling to articulate their thoughts or is recounting an experience with significant hesitation and lack of clarity."
TWI,150,"Meda wo ase wɔ wo akwankyerɛ ho. M’ani sɔ. Ɛboa sɛ wubenya baabi a wobɛba anhwehwɛ denam saa nsusuwii ahorow yi so. Yɛbɛhyia dapɛn a ɛreba no, onua barima","Thank you for your guidance. I appreciate it. It helps to have a place to come and sort through these thoughts. See you next week, Uncle.","Sankiofoya-ga-idas, a ƒe ƒ",Grateful,0.98,"The speaker explicitly uses phrases such as 'Thank you for your guidance' and 'I appreciate it,' which directly express gratitude.",Grateful,0.5,"The transcription appears to be a highly distorted or phonetic representation of Twi expressions of gratitude (similar to 'Medase') and the word 'fɛ', which means 'beautiful' or 'good' in Twi, suggesting a sentiment of appreciation or gratitude."
TWI,151,"Ɛte sɛ nea wɔhyɛ wo ma woyɛ biribi a ɛnyɛ sɛ wobɛtra ase wɔ sukuu gyaade kɛkɛ. Nanso ɛbɛyɛ dɛn na obɛrimaa baako anaa abeawa baako atumi asesa akuraa mũ no nyinaa? Mepɛ sɛ meyɛ saa, nanso misuro fɛwdi no.","It is like you are forced to be something you are not just to survive the spuyard. But how can one boy or one girl change a whole village? I want to do that, but I am afraid of the teasing.","Ezra kyi Yohafos to bie something yi wanɔ Justus va Yudispu yad Bat-hakan wɔn bɔe wɔn Gal change ɛho ɛvimeeɛ, I wɔn tu du da, badammafɛd of Gatiyam.",Insecure,0.9,"The speaker expresses a lack of self-confidence and authenticity ('forced to be something you are not'), doubts their own ability to make a difference ('how can one boy or one girl change a whole village?'), and explicitly mentions a fear of social judgment ('afraid of the teasing').",Angry,0.3,"The transcription is highly fragmented and contains non-Twi words, making it difficult to parse. However, the Twi word 'kyi' typically means 'hate' or 'dislike/reject', which is most closely associated with the emotion of anger or irritation among the provided options."
TWI,152,"Awia pa auntie. Ayɛ den kakra, sɛ mɛka nokware a. Mete nka sɛ biribiara reboaboa ano wɔ me so ara kwa. Ɛyɛ me wofa.","Good afternoon, auntie. It has been a bit difficult. To be honest, I feel like everything is just piling up on me. It is my uncle.","Good afternoon, Anti, yɛdas bi na bi difikɔ, sɛ bi anaa, I feel like everything is just ba Eliyaon me, yɛn ɛde mae Ankole.",Overwhelmed,0.95,"The speaker explicitly mentions that things have been 'difficult' and describes a feeling of 'everything just piling up,' which is a clear indication of feeling overwhelmed by their current situation.",Overwhelmed,0.9,"The speaker uses the phrase 'everything is just [piling] on me' (transcribed as 'ba Eliyaon me'), combined with the Twi phrase 'yɛdas bi na bi difikɔ' which suggests things are happening one after another, indicating a feeling of being burdened by too many things at once."
TWI,153,"Te sɛ, wɔkyekye mmarima maa ade biako na wɔkyekye mmea ma ade foforo. Minnye nni sɛ mete nsonsonoe no ase, Auntie. So ɛnyɛ ade koro? Yoo. Enti ɛno ne me nna. Na wɔn a aka no nso ɛ?","Like men are built for one thing and women for another, I am not sure I understand the difference. Auntie, is it not the same thing? Okay, so that is my sex. What about the rest?","Light mɛn a Belotfoɔ wɔn atɛn adu woman fo anada, amn no hwee oo a understand dɛ differences, ante, Isit not de seem tani, okee so Dardisman seɛs, wɔrebɔ a ɔrebɛs.",Curious,0.9,"The speaker is asking several questions and explicitly stating a lack of understanding ('I am not sure I understand the difference'), which indicates a desire to learn and gain more information about the topic.",Confused,0.55,"The transcription contains phrases like 'understand dɛ differences' and 'Is it not the same thing?' (phonetically written as 'Isit not de seem tani'), which suggests the speaker is questioning a distinction or struggling to understand a specific situation."
TWI,154,"Na ɛyɛ abasamtu koraa bere a mekɔɔ so bɔɔ saa awɔ ahinanan no bere a na merebɛn baabi a wobewie no ara pɛ no. Nokwarem no, na ɛte sɛ nea masɛe saa mmɔdenbɔ no nyinaa. Ná madi mfe aduanan, na afei mpofirim ara, na masan aba du","It was quite frustrating when I kept sitting those big squares, just as I was getting close to the finish line. Honestly, it felt like I had wasted all that effort. I was at number forty, and then suddenly I was back at ten.","Ɛdɔs kwan ƒasitene wɛn Iketetin dosi Nikkurs, Justas, a ɛwɔ ɣatem klosi ɛfɛne kwan lae, Anisɛl, ɛfɛɛ ɛtwalɛn a ɛwɔ wede ɔdɔ Dafot, a wɔs atenambafoɔti, dɛn sɛdwoe, a wɔs baak atɛn,",Frustrated,1.0,"The speaker explicitly uses the word 'frustrating' and describes a scenario where their progress was undone just before reaching a goal, which is a clear indicator of frustration.",Happy,0.4,"The transcription is fragmented and contains several proper names, but it includes the Twi word 'sɛdwoe', which means 'peace', and the word 'baak' meaning 'one' or 'unity'. These terms suggest a positive, harmonious, and peaceful sentiment."
TWI,155,"Me ho ye, misusuw sɛ. Sukuu ne biribiara a aka kakra kɛkɛ. Wiɛ, masusuw nea yɛkaa ho asɛm bere a etwaam a ɛfa hokwan a mewɔ ho no ho. Ɛfa akwahosan ho adwumayɛbea ahorow ho.","I'm okay, I guess, just a bit overwhelmed with school and everything else. Well, I have been thinking about what we talked about last time regarding my right. It's about the health services.","Hɛmm ok, agies, just a bit ɔva wɔm with kuu an inverted ɛl, wɔwɛl, hɛhabi nteŋeɛ na ba wɔretwirikɔ ɖa ba laa siane merɛga den mayɛ ɛredɛ, itabɔɔt da ɛhle servises.",Overwhelmed,0.98,The speaker explicitly states that they are 'a bit overwhelmed with school and everything else.',Overwhelmed,0.65,"The transcription appears to be a phonetic representation of a mix of Twi and English. The phrase 'just a bit ɔva wɔm' strongly resembles the English phrase 'just a bit overwhelmed', and the context of struggling to describe characters ('inverted ɛl') while discussing 'ɛhle servises' (health services) suggests the speaker is feeling stressed or overwhelmed by the situation."
TWI,156,"Anaasɛ wɔbɛhwɛ me kɛkɛ te sɛ nea mereyɛ biribi a ɛyɛ aniwu? Ɛno ma ɛyɛ kɛse mpo. Sɛ awiei koraa no, minya akokoduru sɛ mɛkɔ na afei wɔkasa tia me anaasɛ wɔma mete nka sɛ meyɛ ketewaa a, merensan nkɔ bio. Ɛte sɛ nea ɛyɛ afiri kɛkɛ.","Or will they just look at me like I'm doing something shameful? That makes it even worse. If I finally walk up the courage to go, and then I get scolded or made it to feel small, I would never go back. It just feels like a trap.","1 Ɔwode Ʒeɛs goka me la ɣamden yi sãntes hyefo, Dɔmesticewo ƒe",Anxious,0.9,"The speaker is expressing worry and apprehension about a future social interaction, specifically fearing judgment, scolding, and being made to feel 'small,' which are hallmarks of social anxiety.",Grateful,0.4,"The transcription appears to be in Ewe (though labeled Twi) and contains fragments like 'Ʒeɛs' (Jesus) and 'sãntes' (likely derived from 'sanctify' or 'saint'), which are typically associated with religious expression, faith, and gratitude. While the text is fragmented and contains unrelated phrases like 'Dɔmesticewo ƒe' (of the domestic workers), the spiritual terminology suggests a sentiment of gratitude or peace."
TWI,157,"Mepɛ sɛ meboa no. Nanso misuro sɛ sɛ meka a, mmarima no bedi m’akyi anaasɛ wɔbɛbɔ me din. Dɛn na metumi ayɛ ankasa? Sɛ mede toto wɔn ho a, mete nka sɛ mesua koraa. Dabi, auntie. Dɛn ne ɛno? So ɛyɛ mpanyimfo nkutoo dea? Nnɔmba a wontua hwee?","I want to help her, but I am scared that if I speak up, the men will come after me or call me names. What can I actually do? I feel so small compared to them. No, auntie, what is that? Is it for adults only? A two three number.","Iwo nti helpa Batanskeredad ƒe Aspe kab, ɖe man wo ka mtra me o kɔ me nɛs. Wo kana akyerɛ le du? I feel so mmɔ wo kpɛeɖeɖam, no nti, wòades, da, Isɛt ƒo Ados, wòli ɛtɔ ƒe wui numba.",Afraid,0.95,The speaker explicitly states 'I am scared' and expresses fear of retaliation from men ('the men will come after me') and a feeling of powerlessness ('I feel so small compared to them').,Confused,0.65,"The transcription is a fragmented mix of Ewe, Twi, and English, which makes the communication disjointed. The use of the word 'help' and the Twi word 'akyerɛ' (which means to explain or show) suggests the speaker is seeking clarity or is unable to clearly express their situation, indicating a state of confusion or being overwhelmed."
TWI,158,"Na sɛ wobɔ mmɔden sɛ wubebisa wɔ fie a, dɛn na ɛba? Me papa ka kyerɛ me kɛkɛ sɛ memfa m’adwene nsi me nhoma ahorow so na mma menhaw me ho wɔ nneɛma a wɔanyinyin ho. Nanso nneɛma a wɔanyinyin no ne nneɛma a ɛrekɔ so wɔ me so mprempren.","And when you try to ask at home, ""What happens?"" my father just tells me to focus on my books and not worry about grown-up things. But the grown-up things are the things happening to me right now.","2 En wɔn yi trye to aska atɔ home, wɔtaha fɛns, mafadadzi Estes mitufo kɔsɔ mabox, na not wore ababrona teens, ba de goronab teens adetɛn shafena ntemmi red maa.",Frustrated,0.9,"The speaker is attempting to seek guidance and understanding about their situation, but is being dismissed by their father. The contrast between the father's advice to 'not worry' and the speaker's reality that these issues are already affecting them creates a strong sense of frustration and being unheard.",Frustrated,0.4,"The transcription, while non-standard, indicates an attempt to seek something ('trye to aska') and describes a situation involving barriers (mention of a 'fɛns' or fence) and social/clothing distinctions ('ababrona teens' referring to European/white people's things versus 'goronab teens'). This narrative of attempting to communicate while facing obstacles or identity-based friction typically aligns with frustration."
TWI,159,"Dɛn na ɛsɛ sɛ meyɛ? Mɛyɛ dɛn akyerɛkyerɛ saa asɛm no mu akyerɛ ɔbarima a ogye atetesɛm mu dwumadi ahorow di kɛse saa? Ebia metumi aka akyerɛ no sɛ sɛ osua adwuma bi a, obetumi aboa ma wɔahwɛ abusua no wɔ sika fam. Misusuw sɛ ebia ɛno bɛma n’ani agye.","What should I do? How do I explain that to a man who believes in traditional values so deeply? Maybe I can tell him that if she learns a trade, she can help support the family financially. I think that might appeal to him.","Wɔsɔn a ɛduo Hadadek expanda Twadda no Yosua redi bɛn maa me bi Ikatelhim dat Efesielens atred, shee kan hel sɛkɔfɛ fam li finanhyira li, aseŋdamaat apɛ retuhi.",Anxious,0.85,"The speaker is expressing uncertainty and worry about how to approach a person with rigid beliefs, indicating apprehension and stress regarding the potential reaction.",Grateful,0.65,"The transcription is fragmented, but the word 'finanhyira' is clearly Twi for 'blessing', and 'Efesielens' refers to the biblical book of Ephesians. Mentioning biblical blessings typically aligns with a feeling of gratitude."
